Time,X,Y,P
10471,0.788,0.775,0.024
10494,0.788,0.776,0.272
10494,0.788,0.776,0.272
10510,0.788,0.778,0.298
10528,0.787,0.782,0.349
10545,0.786,0.787,0.495
10560,0.784,0.791,0.593
10576,0.782,0.791,0.681
10594,0.78,0.788,0.802
10609,0.778,0.78,1
10626,0.777,0.767,1
10644,0.777,0.752,1
10659,0.778,0.742,1
10677,0.78,0.729,1
10694,0.782,0.719,1
10711,0.783,0.713,1
10727,0.783,0.711,1
10754,0.783,0.712,0.833
10761,0.782,0.712,0.665
10776,0.782,0.715,0.216
10786,0.781,0.718,0.019
10788,NaN,NaN,NaN
10839,0.775,0.729,0.048
10860,0.775,0.732,0.362
10860,0.775,0.732,0.362
10878,0.775,0.733,0.489
10894,0.777,0.733,0.563
10910,0.781,0.734,0.599
10928,0.786,0.736,0.554
10928,0.786,0.736,0.513
10942,0.792,0.738,0.13
10952,0.793,0.739,0.013
10954,NaN,NaN,NaN
