Time,X,Y,P
2798,0.206,0.724,0.001
2811,0.206,0.721,0.104
2811,0.206,0.721,0.104
2828,0.207,0.719,0.192
2845,0.208,0.715,0.362
2862,0.211,0.714,0.474
2878,0.215,0.716,0.604
2894,0.218,0.72,0.692
2912,0.223,0.727,0.786
2927,0.225,0.733,0.882
2944,0.226,0.74,1
2962,0.226,0.745,1
2978,0.225,0.748,1
2995,0.223,0.752,1
3011,0.22,0.754,1
3028,0.217,0.754,1
3043,0.214,0.754,1
3061,0.211,0.751,1
3078,0.209,0.745,1
3093,0.208,0.735,1
3110,0.21,0.725,0.991
3128,0.215,0.718,0.286
3143,0.221,0.716,0.009
3144,NaN,NaN,NaN
