Time,X,Y,P
605487,0.613,0.729,0.013
605487,0.613,0.728,0.183
605487,0.613,0.728,0.183
605519,0.614,0.728,0.87
605540,0.617,0.729,0.937
605560,0.625,0.731,0.845
605563,0.626,0.731,0.823
605582,0.634,0.734,0.751
605604,0.642,0.741,0.729
605625,0.649,0.755,0.821
605646,0.652,0.767,0.901
605665,0.65,0.781,0.935
605686,0.645,0.788,0.938
605706,0.637,0.788,0.933
605730,0.624,0.779,0.933
605748,0.615,0.765,0.944
605768,0.607,0.744,0.972
605790,0.604,0.721,1
605810,0.608,0.704,1
605834,0.621,0.695,1
605856,0.634,0.696,1
605875,0.646,0.699,1
605896,0.654,0.701,0.89
605915,0.658,0.702,0.187
605926,0.659,0.704,0.003
605928,NaN,NaN,NaN
