Time,X,Y,P
342103,0.492,0.776,0.022
342104,0.491,0.776,0.089
342104,0.491,0.776,0.089
342125,0.49,0.779,0.331
342150,0.488,0.782,0.45
342167,0.488,0.785,0.478
342188,0.487,0.785,0.493
342210,0.485,0.784,0.612
342232,0.483,0.778,0.771
342252,0.481,0.768,0.854
342276,0.481,0.752,0.89
342294,0.482,0.74,0.897
342314,0.485,0.732,0.913
342337,0.49,0.733,0.925
342357,0.494,0.742,0.931
342376,0.499,0.758,0.931
342398,0.504,0.788,0.931
342418,0.506,0.811,0.935
342440,0.506,0.832,0.96
342460,0.506,0.841,1
342484,0.506,0.847,1
342501,0.505,0.844,1
342526,0.503,0.832,1
342543,0.502,0.815,1
342568,0.5,0.788,1
342584,0.5,0.768,1
342608,0.502,0.748,1
342626,0.504,0.739,1
342646,0.507,0.733,0.829
342668,0.511,0.731,0.067
342675,0.511,0.731,0.019
342676,NaN,NaN,NaN
