Time,X,Y,P
11594,0.339,0.306,0.021
11614,0.34,0.308,0.183
11615,0.34,0.308,0.183
11634,0.341,0.307,0.39
11654,0.341,0.296,0.579
11676,0.342,0.279,0.685
11695,0.342,0.261,0.724
11717,0.343,0.252,0.737
11739,0.345,0.255,0.741
11759,0.348,0.273,0.718
11781,0.352,0.298,0.708
11800,0.354,0.311,0.708
11821,0.355,0.305,0.743
11843,0.355,0.281,0.86
11863,0.356,0.265,0.956
11885,0.36,0.259,1
11905,0.364,0.268,1
11927,0.37,0.289,1
11949,0.373,0.314,1
11968,0.373,0.326,1
11989,0.372,0.332,0.437
12001,0.371,0.333,0.079
12003,NaN,NaN,NaN
