Time,X,Y,P
5086,0.364,0.835,0.017
5109,0.364,0.835,0.187
5109,0.364,0.835,0.187
5126,0.365,0.835,0.31
5142,0.365,0.835,0.532
5158,0.366,0.835,0.646
5176,0.366,0.835,0.741
5191,0.366,0.836,0.819
5209,0.366,0.838,0.856
5225,0.365,0.84,0.878
5243,0.363,0.841,0.886
5259,0.361,0.841,0.886
5276,0.358,0.838,0.888
5293,0.354,0.832,0.894
5294,0.354,0.831,0.894
5309,0.349,0.82,0.915
5325,0.345,0.806,0.978
5342,0.343,0.785,1
5358,0.344,0.769,1
5374,0.348,0.755,1
5392,0.354,0.748,1
5408,0.359,0.747,1
5425,0.367,0.753,0.819
5442,0.373,0.76,0.167
5450,0.375,0.765,0.04
5451,NaN,NaN,NaN
