Time,X,Y,P
20493,0.762,0.325,0.005
20503,0.762,0.326,0.116
20503,0.762,0.326,0.116
20523,0.762,0.327,0.204
20535,0.761,0.327,0.251
20552,0.761,0.324,0.329
20568,0.761,0.315,0.392
20590,0.762,0.296,0.454
20592,0.762,0.294,0.464
20602,0.762,0.286,0.487
20619,0.762,0.274,0.524
20636,0.763,0.267,0.54
20656,0.763,0.264,0.548
20668,0.763,0.264,0.55
20687,0.763,0.265,0.552
20704,0.764,0.266,0.552
20752,0.764,0.267,0.55
20819,0.764,0.267,0.55
20837,0.764,0.268,0.55
20854,0.765,0.268,0.55
20871,0.765,0.269,0.542
20948,0.765,0.271,0.538
20969,0.765,0.271,0.54
20987,0.765,0.272,0.544
21013,0.765,0.273,0.546
21027,0.765,0.274,0.546
21037,0.765,0.275,0.544
21054,0.766,0.279,0.544
21070,0.766,0.286,0.544
21088,0.767,0.295,0.544
21104,0.768,0.306,0.548
21120,0.771,0.316,0.548
21137,0.774,0.327,0.558
21153,0.776,0.331,0.567
21170,0.779,0.329,0.583
21187,0.783,0.321,0.589
21202,0.785,0.312,0.599
21218,0.787,0.301,0.606
21236,0.787,0.292,0.63
21256,0.787,0.285,0.646
21268,0.786,0.284,0.651
21285,0.786,0.285,0.659
21302,0.787,0.294,0.653
21320,0.79,0.308,0.651
21337,0.795,0.32,0.655
21352,0.798,0.32,0.681
21368,0.801,0.311,0.706
21386,0.802,0.293,0.71
21406,0.802,0.276,0.64
21419,0.803,0.271,0.229
21431,0.804,0.272,0.028
21432,NaN,NaN,NaN
