Time,X,Y,P
43693,0.201,0.868,0.038
43697,0.201,0.869,0.103
43697,0.201,0.869,0.103
43714,0.199,0.876,0.329
43730,0.197,0.879,0.39
43747,0.195,0.875,0.435
43764,0.195,0.864,0.505
43780,0.195,0.848,0.544
43798,0.195,0.827,0.562
43813,0.195,0.802,0.569
43829,0.195,0.788,0.593
43847,0.194,0.78,0.702
43863,0.194,0.781,0.739
43881,0.196,0.793,0.755
43896,0.2,0.811,0.757
43913,0.205,0.825,0.771
43930,0.212,0.832,0.794
43948,0.215,0.829,0.817
43963,0.215,0.821,0.835
43981,0.211,0.806,0.849
43997,0.205,0.792,0.835
44014,0.198,0.78,0.665
44031,0.194,0.776,0.099
44036,0.193,0.776,0.04
44037,NaN,NaN,NaN
