Time,X,Y,P
5807,0.499,0.794,0.083
5807,0.499,0.796,0.169
5807,0.499,0.796,0.169
5811,0.498,0.798,0.241
5828,0.496,0.808,0.427
5845,0.492,0.82,0.495
5861,0.487,0.828,0.513
5877,0.482,0.833,0.532
5893,0.474,0.835,0.542
5911,0.466,0.832,0.56
5929,0.461,0.826,0.601
5944,0.457,0.812,0.696
5962,0.457,0.794,0.798
5983,0.461,0.776,0.878
5995,0.465,0.765,0.952
6010,0.471,0.761,1
6027,0.477,0.762,1
6044,0.483,0.768,1
6060,0.485,0.772,1
6077,0.486,0.774,1
6094,0.486,0.772,1
6110,0.487,0.765,1
6127,0.489,0.753,1
6154,0.495,0.711,1
6161,0.496,0.701,1
6177,0.499,0.682,1
6200,0.503,0.671,1
6211,0.503,0.674,1
6227,0.502,0.684,1
6244,0.498,0.698,0.671
6262,0.494,0.709,0.3
6284,0.492,0.714,0.019
6285,NaN,NaN,NaN
