Time,X,Y,P
10464,0.495,0.329,0.022
10479,0.495,0.331,0.321
10479,0.495,0.331,0.321
10494,0.494,0.331,0.573
10515,0.494,0.329,0.825
10527,0.495,0.326,0.948
10545,0.499,0.318,1
10560,0.503,0.306,1
10578,0.506,0.293,1
10594,0.508,0.284,1
10611,0.508,0.276,0.438
10628,0.507,0.274,0.071
10630,NaN,NaN,NaN
10695,0.499,0.282,0.065
10712,0.498,0.284,0.407
10712,0.498,0.284,0.407
10728,0.498,0.285,0.872
10744,0.499,0.289,1
10762,0.503,0.296,1
10778,0.507,0.304,1
10795,0.512,0.313,1
10812,0.518,0.326,1
10827,0.52,0.335,1
10844,0.519,0.339,0.45
10857,0.517,0.341,0.021
10858,NaN,NaN,NaN
