Time,X,Y,P
3918,0.083,0.806,0.052
3932,0.083,0.805,0.11
3933,0.083,0.805,0.11
3957,0.084,0.804,0.263
3973,0.084,0.802,0.294
3994,0.084,0.801,0.327
4015,0.084,0.802,0.481
4035,0.083,0.804,0.548
4057,0.082,0.808,0.591
4079,0.08,0.814,0.636
4080,0.079,0.815,0.64
4099,0.076,0.821,0.661
4119,0.073,0.825,0.683
4144,0.066,0.824,0.694
4160,0.061,0.819,0.704
4181,0.056,0.807,0.741
4202,0.054,0.789,0.757
4223,0.054,0.771,0.759
4244,0.056,0.76,0.761
4265,0.061,0.754,0.769
4285,0.067,0.759,0.771
4307,0.074,0.769,0.771
4329,0.079,0.784,0.759
4351,0.083,0.795,0.757
4371,0.084,0.802,0.761
4389,0.085,0.802,0.763
4415,0.085,0.795,0.854
4431,0.086,0.786,0.876
4457,0.087,0.774,0.866
4473,0.089,0.767,0.687
4495,0.092,0.761,0.116
4504,0.093,0.76,0.007
4505,NaN,NaN,NaN
