Time,X,Y,P
10232,0.627,0.361,0.009
10247,0.628,0.362,0.554
10247,0.628,0.362,0.554
10262,0.629,0.362,0.683
10279,0.629,0.362,0.89
10296,0.631,0.361,1
10312,0.634,0.358,1
10329,0.638,0.355,1
10330,0.639,0.354,1
10347,0.646,0.354,1
10364,0.655,0.355,1
10380,0.663,0.358,1
10396,0.667,0.353,1
10413,0.664,0.335,1
10428,0.657,0.315,1
10445,0.642,0.278,1
10463,0.626,0.241,1
10479,0.616,0.22,1
10495,0.613,0.218,1
10512,0.616,0.228,1
10530,0.627,0.255,1
10546,0.642,0.286,1
10562,0.663,0.322,0.851
10580,0.682,0.353,0.19
10591,0.688,0.364,0.003
10592,NaN,NaN,NaN
