Time,X,Y,P
7032,0.174,0.781,0.034
7049,0.174,0.784,0.187
7049,0.174,0.784,0.187
7067,0.174,0.785,0.269
7082,0.174,0.784,0.388
7098,0.174,0.779,0.485
7115,0.175,0.768,0.563
7135,0.176,0.753,0.63
7136,0.176,0.751,0.646
7151,0.176,0.736,0.698
7165,0.177,0.726,0.718
7181,0.178,0.712,0.726
7199,0.178,0.702,0.729
7217,0.178,0.696,0.737
7232,0.178,0.695,0.743
7248,0.178,0.699,0.757
7266,0.179,0.708,0.757
7283,0.181,0.721,0.755
7299,0.184,0.732,0.757
7317,0.188,0.736,0.757
7332,0.191,0.736,0.761
7349,0.194,0.731,0.782
7365,0.196,0.724,0.817
7381,0.197,0.715,0.833
7398,0.197,0.707,0.866
7415,0.195,0.701,0.919
7433,0.191,0.698,0.944
7447,0.188,0.695,0.952
7467,0.184,0.695,0.907
7483,0.182,0.698,0.712
7499,0.18,0.701,0.31
7512,0.179,0.704,0.021
7513,NaN,NaN,NaN
