Time,X,Y,P
7801,0.476,0.379,0.019
7809,0.477,0.379,0.231
7809,0.477,0.379,0.231
7822,0.478,0.379,0.376
7840,0.48,0.376,0.521
7855,0.482,0.371,0.614
7872,0.485,0.354,0.737
7874,0.486,0.351,0.753
7889,0.491,0.329,0.825
7906,0.498,0.302,0.909
7924,0.507,0.276,0.956
7940,0.514,0.258,0.97
7956,0.518,0.245,0.913
7972,0.521,0.238,0.37
7987,0.521,0.239,0.04
7988,NaN,NaN,NaN
8111,0.521,0.38,0.077
8122,0.521,0.379,0.218
8122,0.521,0.379,0.218
8138,0.519,0.371,0.468
8158,0.515,0.354,0.595
8159,0.513,0.351,0.612
8176,0.504,0.329,0.679
8189,0.492,0.306,0.716
8205,0.481,0.28,0.71
8223,0.471,0.251,0.485
8242,0.467,0.229,0.022
8245,NaN,NaN,NaN
