Time,X,Y,P
12669,0.759,0.32,0.015
12687,0.761,0.324,0.187
12687,0.761,0.324,0.187
12701,0.762,0.325,0.224
12717,0.764,0.326,0.31
12737,0.767,0.32,0.378
12755,0.769,0.305,0.423
12757,0.77,0.301,0.431
12767,0.771,0.291,0.433
12787,0.772,0.268,0.456
12801,0.771,0.258,0.503
12818,0.771,0.254,0.53
12837,0.771,0.261,0.56
12851,0.773,0.275,0.56
12867,0.775,0.294,0.565
12887,0.778,0.312,0.579
12905,0.781,0.318,0.612
12921,0.783,0.313,0.655
12939,0.784,0.3,0.681
12951,0.785,0.287,0.687
12967,0.785,0.275,0.683
12987,0.785,0.267,0.694
13003,0.786,0.267,0.702
13017,0.787,0.274,0.702
13034,0.789,0.293,0.702
13050,0.793,0.313,0.714
13069,0.797,0.325,0.802
13085,0.801,0.324,0.942
13102,0.804,0.311,1
13118,0.808,0.293,1
13135,0.813,0.272,1
13153,0.819,0.255,0.597
13167,0.825,0.251,0.071
13173,0.826,0.251,0.019
13174,NaN,NaN,NaN
