Time,X,Y,P
31649,0.052,0.405,0.011
31666,0.052,0.406,0.128
31666,0.052,0.406,0.128
31687,0.052,0.407,0.21
31705,0.052,0.408,0.245
31722,0.053,0.409,0.282
31747,0.053,0.411,0.321
31774,0.053,0.409,0.413
31789,0.053,0.408,0.44
31805,0.053,0.401,0.505
31826,0.051,0.387,0.55
31827,0.051,0.385,0.556
31850,0.049,0.364,0.591
31872,0.048,0.349,0.603
31889,0.048,0.341,0.616
31911,0.048,0.335,0.636
31930,0.049,0.339,0.634
31952,0.052,0.351,0.62
31973,0.055,0.365,0.616
31995,0.058,0.373,0.616
32014,0.059,0.368,0.708
32038,0.06,0.353,0.876
32056,0.063,0.344,0.835
32079,0.068,0.34,0.036
32083,NaN,NaN,NaN
