Time,X,Y,P
5477,0.615,0.782,0.019
5478,0.615,0.781,0.069
5478,0.615,0.781,0.069
5496,0.615,0.779,0.212
5515,0.616,0.778,0.243
5530,0.616,0.778,0.245
5549,0.617,0.776,0.261
5564,0.618,0.775,0.306
5580,0.622,0.774,0.349
5597,0.627,0.774,0.38
5599,0.627,0.774,0.386
5614,0.632,0.774,0.407
5638,0.641,0.78,0.427
5647,0.643,0.782,0.431
5664,0.646,0.789,0.429
5680,0.647,0.796,0.429
5698,0.645,0.802,0.427
5715,0.641,0.806,0.431
5732,0.635,0.804,0.429
5748,0.628,0.796,0.431
5765,0.622,0.786,0.438
5781,0.618,0.778,0.489
5796,0.617,0.768,0.585
5814,0.619,0.76,0.685
5832,0.626,0.755,0.729
5851,0.635,0.754,0.745
5862,0.642,0.755,0.743
5880,0.652,0.76,0.601
5900,0.659,0.767,0.093
5903,0.661,0.768,0.038
5905,NaN,NaN,NaN
