Time,X,Y,P
4196,0.212,0.865,0.015
4196,0.212,0.866,0.044
4197,0.212,0.866,0.044
4224,0.211,0.867,0.132
4236,0.211,0.867,0.167
4253,0.209,0.867,0.194
4270,0.208,0.864,0.243
4291,0.206,0.855,0.308
4303,0.206,0.846,0.343
4305,0.205,0.842,0.351
4320,0.205,0.827,0.378
4337,0.205,0.812,0.394
4355,0.207,0.804,0.411
4375,0.212,0.802,0.427
4387,0.215,0.806,0.427
4403,0.219,0.816,0.427
4420,0.223,0.833,0.431
4437,0.222,0.848,0.444
4453,0.22,0.858,0.448
4471,0.215,0.865,0.442
4487,0.21,0.865,0.364
4503,0.206,0.859,0.003
4506,NaN,NaN,NaN
