Time,X,Y,P
7268,0.043,0.835,0.021
7296,0.042,0.835,0.21
7297,0.042,0.835,0.21
7301,0.042,0.834,0.214
7317,0.042,0.833,0.226
7334,0.041,0.829,0.276
7355,0.041,0.826,0.356
7367,0.04,0.82,0.437
7387,0.039,0.806,0.526
7388,0.039,0.802,0.536
7403,0.039,0.789,0.579
7418,0.038,0.767,0.622
7436,0.038,0.745,0.649
7452,0.037,0.731,0.671
7466,0.037,0.721,0.71
7483,0.037,0.719,0.731
7501,0.037,0.726,0.757
7517,0.039,0.744,0.757
7536,0.043,0.769,0.757
7549,0.046,0.786,0.759
7566,0.053,0.809,0.759
7586,0.06,0.826,0.759
7605,0.067,0.834,0.757
7616,0.07,0.836,0.757
7633,0.074,0.833,0.78
7653,0.077,0.814,0.849
7670,0.078,0.789,0.882
7689,0.078,0.756,0.901
7701,0.078,0.736,0.905
7716,0.078,0.714,0.864
7733,0.079,0.707,0.46
7749,0.081,0.711,0.024
7751,NaN,NaN,NaN
