Time,X,Y,P
9015,0.333,0.34,0.003
9018,0.333,0.341,0.054
9018,0.333,0.341,0.054
9044,0.332,0.344,0.261
9061,0.333,0.345,0.333
9081,0.334,0.338,0.351
9102,0.334,0.321,0.358
9125,0.333,0.305,0.356
9145,0.333,0.298,0.384
9169,0.335,0.299,0.438
9192,0.339,0.311,0.431
9209,0.342,0.319,0.421
9229,0.344,0.326,0.427
9249,0.345,0.324,0.476
9269,0.347,0.316,0.515
9290,0.35,0.305,0.542
9312,0.354,0.3,0.544
9331,0.357,0.304,0.55
9354,0.361,0.314,0.556
9373,0.362,0.326,0.53
9397,0.364,0.332,0.235
9405,0.365,0.332,0.038
9406,NaN,NaN,NaN
