Time,X,Y,P
13912,0.34,0.373,0.019
13933,0.34,0.375,0.187
13933,0.34,0.375,0.187
13948,0.339,0.376,0.286
13965,0.339,0.375,0.343
13981,0.339,0.371,0.491
13998,0.34,0.359,0.663
14016,0.341,0.342,0.829
14032,0.341,0.329,0.901
14049,0.343,0.318,0.935
14066,0.345,0.314,0.944
14083,0.349,0.318,0.929
14098,0.352,0.326,0.909
14115,0.355,0.336,0.901
14132,0.358,0.345,0.905
14150,0.359,0.345,0.946
14165,0.359,0.338,1
14182,0.359,0.328,1
14199,0.36,0.321,1
14214,0.362,0.319,1
14232,0.367,0.325,1
14248,0.371,0.335,1
14265,0.375,0.349,1
14281,0.376,0.361,1
14298,0.374,0.369,1
14316,0.371,0.373,1
14332,0.367,0.372,1
14348,0.364,0.369,1
14366,0.364,0.365,0.8
14382,0.366,0.361,0.308
14395,0.369,0.359,0.028
14396,NaN,NaN,NaN
