Time,X,Y,P
53919,0.605,0.74,0.003
53940,0.606,0.739,0.159
53940,0.606,0.739,0.159
53960,0.607,0.739,0.29
53972,0.608,0.739,0.396
53992,0.61,0.74,0.591
54009,0.613,0.744,0.671
54024,0.616,0.747,0.698
54042,0.619,0.754,0.714
54058,0.622,0.76,0.724
54074,0.623,0.765,0.726
54090,0.622,0.771,0.735
54109,0.619,0.773,0.747
54125,0.615,0.769,0.772
54142,0.612,0.764,0.815
54158,0.609,0.754,0.882
54175,0.607,0.742,0.989
54191,0.607,0.733,1
54208,0.608,0.724,1
54224,0.611,0.719,1
54241,0.616,0.716,1
54257,0.622,0.719,1
54274,0.629,0.724,1
54292,0.635,0.728,0.579
54307,0.638,0.733,0.075
54313,0.638,0.733,0.022
54314,NaN,NaN,NaN
