Time,X,Y,P
5705,0.79,0.787,0.032
5722,0.792,0.788,0.224
5722,0.792,0.788,0.224
5738,0.793,0.789,0.345
5759,0.792,0.789,0.444
5771,0.792,0.789,0.501
5787,0.79,0.788,0.558
5804,0.786,0.787,0.597
5822,0.782,0.785,0.612
5838,0.779,0.782,0.614
5854,0.777,0.78,0.614
5872,0.778,0.776,0.616
5888,0.781,0.773,0.616
5904,0.786,0.767,0.618
5922,0.792,0.76,0.62
5938,0.795,0.754,0.688
5954,0.794,0.749,0.813
5972,0.787,0.747,0.878
5988,0.777,0.746,0.878
6005,0.772,0.747,0.671
6022,0.77,0.749,0.177
6027,0.771,0.751,0.046
6028,NaN,NaN,NaN
