Time,X,Y,P
8230,0.208,0.892,0.021
8238,0.208,0.893,0.14
8239,0.208,0.893,0.14
8262,0.208,0.895,0.241
8278,0.208,0.898,0.349
8294,0.208,0.899,0.425
8312,0.207,0.9,0.495
8326,0.206,0.899,0.55
8343,0.204,0.894,0.573
8360,0.201,0.882,0.659
8376,0.198,0.869,0.753
8394,0.196,0.853,0.815
8410,0.197,0.842,0.843
8428,0.201,0.838,0.854
8444,0.205,0.838,0.86
8460,0.209,0.841,0.86
8478,0.214,0.847,0.843
8498,0.217,0.855,0.825
8510,0.218,0.864,0.817
8526,0.218,0.872,0.819
8544,0.216,0.88,0.819
8560,0.214,0.886,0.81
8576,0.211,0.888,0.757
8593,0.208,0.888,0.632
8610,0.205,0.886,0.466
8628,0.203,0.884,0.022
8633,NaN,NaN,NaN
