Time,X,Y,P
10674,0.042,0.361,0.118
10699,0.042,0.366,0.675
10699,0.042,0.366,0.675
10721,0.042,0.365,0.794
10741,0.042,0.359,0.831
10762,0.042,0.345,0.831
10784,0.043,0.322,0.829
10789,0.044,0.315,0.831
10803,0.045,0.298,0.837
10826,0.049,0.276,0.851
10847,0.056,0.272,0.86
10868,0.065,0.281,0.853
10887,0.073,0.296,0.851
10908,0.08,0.316,0.854
10928,0.084,0.334,0.862
10949,0.087,0.352,0.886
10970,0.088,0.36,0.919
10991,0.088,0.364,0.942
11014,0.088,0.362,0.95
11034,0.088,0.354,1
11055,0.086,0.338,1
11075,0.085,0.318,1
11098,0.085,0.289,1
11116,0.087,0.272,1
11138,0.089,0.262,0.276
11151,0.091,0.264,0.052
11152,NaN,NaN,NaN
