Time,X,Y,P
26400,0.485,0.272,0.128
26408,0.485,0.274,0.243
26408,0.485,0.274,0.243
26424,0.485,0.276,0.405
26441,0.484,0.273,0.532
26457,0.483,0.264,0.71
26474,0.481,0.241,0.86
26492,0.477,0.211,0.956
26508,0.475,0.186,1
26524,0.473,0.164,1
26542,0.472,0.152,1
26558,0.474,0.153,1
26575,0.478,0.167,1
26591,0.484,0.187,1
26608,0.49,0.208,1
26625,0.497,0.229,1
26641,0.499,0.234,1
26657,0.498,0.231,1
26674,0.495,0.22,1
26692,0.491,0.205,1
26707,0.488,0.192,1
26725,0.486,0.179,1
26742,0.488,0.172,1
26757,0.494,0.166,1
26775,0.501,0.162,0.737
26793,0.507,0.156,0.065
26797,0.508,0.155,0.015
26798,NaN,NaN,NaN
