Time,X,Y,P
20344,0.77,0.287,0.048
20354,0.77,0.288,0.169
20354,0.77,0.288,0.169
20379,0.77,0.289,0.345
20395,0.77,0.291,0.46
20417,0.769,0.289,0.603
20436,0.769,0.286,0.661
20457,0.768,0.282,0.669
20481,0.768,0.278,0.681
20501,0.768,0.276,0.706
20502,0.768,0.278,0.761
20521,0.768,0.28,0.8
20541,0.77,0.287,0.876
20563,0.773,0.296,0.94
20585,0.777,0.304,0.956
20587,0.777,0.305,0.958
20607,0.782,0.308,0.962
20625,0.786,0.309,0.978
20646,0.792,0.304,1
20669,0.795,0.295,1
20687,0.796,0.289,1
20707,0.796,0.285,1
20729,0.796,0.284,1
20750,0.797,0.287,1
20771,0.797,0.293,1
20793,0.801,0.298,1
20815,0.806,0.301,1
20833,0.812,0.301,1
20855,0.821,0.296,1
20875,0.825,0.291,1
20899,0.827,0.284,0.97
20915,0.826,0.279,0.319
20930,0.824,0.275,0.015
20931,NaN,NaN,NaN
