Time,X,Y,P
9661,0.501,0.714,0.058
9674,0.502,0.715,0.292
9674,0.502,0.715,0.292
9691,0.503,0.721,0.532
9706,0.503,0.726,0.702
9723,0.504,0.733,0.856
9740,0.503,0.739,0.946
9757,0.501,0.741,0.979
9773,0.498,0.741,0.991
9791,0.494,0.735,0.997
9808,0.491,0.725,1
9825,0.489,0.713,0.993
9840,0.49,0.706,0.985
9857,0.493,0.7,0.978
9875,0.497,0.701,0.976
9890,0.501,0.705,0.979
9908,0.503,0.708,1
9924,0.503,0.705,1
9941,0.501,0.691,1
9956,0.498,0.672,1
9974,0.496,0.647,1
9991,0.495,0.628,1
10006,0.497,0.62,1
10024,0.501,0.62,1
10040,0.505,0.627,0.579
10057,0.509,0.639,0.013
10061,NaN,NaN,NaN
