Time,X,Y,P
22961,0.198,0.889,0.034
22969,0.199,0.892,0.151
22969,0.199,0.892,0.151
22977,0.199,0.893,0.198
22993,0.201,0.896,0.306
23014,0.202,0.896,0.478
23035,0.202,0.888,0.667
23056,0.202,0.873,0.771
23058,0.201,0.866,0.79
23077,0.199,0.842,0.825
23098,0.197,0.822,0.847
23119,0.196,0.808,0.862
23140,0.197,0.806,0.864
23163,0.2,0.815,0.847
23181,0.204,0.826,0.843
23202,0.209,0.834,0.81
23223,0.211,0.833,0.782
23245,0.21,0.824,0.763
23265,0.207,0.813,0.835
23285,0.202,0.805,0.94
23306,0.197,0.802,0.843
23327,0.196,0.807,0.147
23336,0.197,0.811,0.024
23337,NaN,NaN,NaN
