Time,X,Y,P
19365,0.627,0.266,0.011
19385,0.627,0.262,0.149
19385,0.627,0.262,0.149
19404,0.627,0.262,0.2
19420,0.629,0.268,0.235
19436,0.632,0.276,0.267
19452,0.636,0.291,0.306
19454,0.637,0.293,0.31
19470,0.641,0.307,0.319
19487,0.644,0.326,0.329
19502,0.646,0.338,0.347
19519,0.646,0.353,0.384
19536,0.645,0.362,0.431
19554,0.642,0.361,0.464
19570,0.638,0.349,0.519
19586,0.636,0.336,0.534
19602,0.634,0.314,0.583
19620,0.634,0.296,0.632
19639,0.636,0.285,0.657
19652,0.638,0.278,0.587
19672,0.641,0.273,0.161
19678,0.642,0.273,0.036
19679,NaN,NaN,NaN
