Time,X,Y,P
14600,0.036,0.267,0.005
14601,0.036,0.266,0.036
14601,0.036,0.266,0.036
14617,0.035,0.266,0.063
14634,0.035,0.265,0.169
14650,0.035,0.262,0.229
14666,0.035,0.26,0.294
14683,0.035,0.256,0.396
14701,0.035,0.254,0.483
14716,0.035,0.253,0.519
14734,0.036,0.255,0.604
14751,0.037,0.262,0.612
14768,0.041,0.274,0.62
14784,0.045,0.292,0.62
14785,0.046,0.295,0.62
14800,0.051,0.314,0.622
14816,0.055,0.332,0.62
14833,0.058,0.347,0.626
14849,0.059,0.352,0.647
14868,0.059,0.352,0.673
14883,0.057,0.346,0.733
14899,0.055,0.336,0.823
14916,0.054,0.32,0.931
14933,0.053,0.305,1
14949,0.053,0.289,1
14966,0.054,0.282,1
14983,0.056,0.284,1
15000,0.059,0.291,1
15017,0.062,0.304,1
15034,0.066,0.318,1
15051,0.07,0.331,1
15067,0.073,0.34,1
15083,0.074,0.341,1
15099,0.074,0.334,1
15116,0.07,0.316,1
15133,0.067,0.296,1
15150,0.065,0.284,1
15166,0.066,0.28,1
15183,0.07,0.282,1
15200,0.075,0.291,0.308
15214,0.077,0.296,0.015
15216,NaN,NaN,NaN
