Time,X,Y,P
27764,0.211,0.225,0.026
27789,0.211,0.227,0.218
27789,0.211,0.227,0.218
27806,0.211,0.228,0.284
27824,0.211,0.231,0.446
27872,0.211,0.227,0.646
27889,0.212,0.221,0.731
27906,0.212,0.208,0.778
27924,0.213,0.194,0.802
27939,0.214,0.182,0.81
27956,0.215,0.173,0.813
27972,0.217,0.166,0.812
27987,0.219,0.161,0.81
28004,0.221,0.16,0.808
28022,0.222,0.16,0.806
28039,0.224,0.165,0.798
28055,0.225,0.169,0.784
28073,0.227,0.179,0.757
28090,0.228,0.188,0.743
28106,0.229,0.198,0.737
28122,0.231,0.214,0.728
28138,0.233,0.225,0.687
28156,0.234,0.233,0.565
28206,0.234,0.232,0.222
28211,NaN,NaN,NaN
