Time,X,Y,P
3014,0.194,0.894,0.032
3019,0.194,0.891,0.112
3019,0.194,0.891,0.112
3040,0.195,0.875,0.255
3041,0.195,0.872,0.272
3054,0.195,0.86,0.319
3069,0.195,0.841,0.39
3087,0.195,0.816,0.476
3102,0.195,0.795,0.532
3119,0.195,0.775,0.583
3138,0.195,0.747,0.64
3154,0.195,0.729,0.671
3173,0.194,0.711,0.708
3191,0.193,0.698,0.743
3203,0.192,0.692,0.774
3219,0.191,0.689,0.81
3237,0.189,0.693,0.817
3254,0.189,0.704,0.813
3269,0.188,0.713,0.815
3286,0.189,0.729,0.815
3302,0.191,0.747,0.817
3321,0.194,0.764,0.815
3339,0.199,0.779,0.813
3353,0.203,0.786,0.812
3369,0.208,0.792,0.815
3386,0.214,0.794,0.815
3403,0.22,0.792,0.815
3419,0.225,0.785,0.815
3437,0.229,0.774,0.819
3453,0.23,0.765,0.817
3469,0.229,0.748,0.825
3487,0.226,0.731,0.829
3505,0.221,0.714,0.831
3519,0.216,0.706,0.829
3537,0.208,0.696,0.833
3552,0.201,0.693,0.827
3571,0.195,0.698,0.726
3588,0.192,0.708,0.212
3599,0.191,0.715,0.017
3600,NaN,NaN,NaN
