Time,X,Y,P
52438,0.041,0.372,0.015
52450,0.041,0.372,0.149
52450,0.041,0.372,0.149
52467,0.041,0.373,0.29
52497,0.041,0.372,0.513
52503,0.041,0.371,0.544
52518,0.041,0.366,0.626
52533,0.042,0.355,0.688
52550,0.042,0.338,0.774
52567,0.043,0.321,0.831
52584,0.044,0.305,0.862
52601,0.044,0.291,0.888
52616,0.043,0.281,0.903
52634,0.043,0.278,0.925
52650,0.044,0.28,0.933
52666,0.047,0.289,0.931
52684,0.052,0.302,0.935
52700,0.056,0.309,0.931
52717,0.062,0.312,0.931
52734,0.066,0.308,0.935
52750,0.071,0.298,0.95
52766,0.073,0.287,1
52784,0.074,0.273,1
52800,0.074,0.262,1
52816,0.074,0.254,1
52834,0.074,0.251,1
52850,0.075,0.252,0.167
52857,0.075,0.254,0.042
52858,NaN,NaN,NaN
