Time,X,Y,P
13299,0.767,0.304,0.017
13300,0.767,0.304,0.073
13300,0.767,0.304,0.073
13319,0.768,0.301,0.294
13339,0.768,0.291,0.522
13360,0.767,0.272,0.657
13381,0.767,0.254,0.706
13402,0.766,0.245,0.714
13422,0.767,0.247,0.712
13444,0.768,0.265,0.677
13465,0.771,0.288,0.642
13486,0.776,0.314,0.644
13505,0.779,0.318,0.661
13528,0.781,0.302,0.755
13548,0.781,0.286,0.817
13570,0.779,0.267,0.856
13589,0.779,0.262,0.866
13612,0.779,0.267,0.872
13632,0.781,0.281,0.864
13652,0.784,0.307,0.853
13672,0.789,0.329,0.874
13697,0.794,0.333,1
13715,0.796,0.318,1
13738,0.796,0.291,1
13754,0.795,0.272,1
13778,0.796,0.262,0.126
13788,NaN,NaN,NaN
