Time,X,Y,P
1372,0.04,0.688,0.024
1387,0.04,0.689,0.065
1387,0.04,0.689,0.065
1404,0.041,0.695,0.28
1424,0.041,0.699,0.399
1439,0.042,0.699,0.489
1455,0.043,0.696,0.544
1471,0.045,0.691,0.579
1489,0.047,0.676,0.671
1490,0.047,0.674,0.69
1504,0.049,0.658,0.747
1521,0.05,0.641,0.78
1537,0.051,0.624,0.794
1556,0.052,0.614,0.806
1571,0.052,0.611,0.864
1588,0.052,0.612,0.892
1604,0.052,0.618,0.907
1623,0.052,0.624,0.909
1639,0.054,0.646,0.907
1656,0.056,0.662,0.905
1672,0.056,0.665,0.907
1687,0.059,0.672,0.907
1708,0.063,0.667,0.923
1721,0.063,0.66,0.944
1737,0.064,0.645,0.966
1755,0.065,0.631,0.974
1775,0.067,0.62,0.94
1791,0.068,0.616,0.882
1806,0.072,0.606,0.157
1821,0.073,0.605,0.032
1823,NaN,NaN,NaN
