Time,X,Y,P
870,0.047,0.873,0.03
874,0.047,0.872,0.118
875,0.047,0.872,0.118
890,0.048,0.868,0.429
906,0.049,0.862,0.616
925,0.05,0.852,0.784
928,0.051,0.848,0.806
942,0.051,0.833,0.874
959,0.051,0.816,0.907
975,0.052,0.798,0.931
992,0.053,0.786,0.95
1008,0.054,0.78,1
1024,0.054,0.781,1
1043,0.053,0.789,1
1062,0.053,0.809,1
1074,0.054,0.824,1
1090,0.057,0.845,1
1110,0.062,0.871,1
1126,0.066,0.881,1
1142,0.071,0.886,1
1158,0.076,0.886,1
1174,0.084,0.878,1
1191,0.092,0.861,1
1208,0.096,0.838,1
1224,0.099,0.815,1
1240,0.101,0.793,1
1257,0.101,0.772,1
1274,0.102,0.758,0.353
1290,0.103,0.754,0.026
1293,NaN,NaN,NaN
