Time,X,Y,P
22015,0.599,0.749,0.024
22017,0.6,0.749,0.069
22017,0.6,0.749,0.069
22044,0.601,0.751,0.276
22060,0.602,0.752,0.37
22086,0.604,0.754,0.503
22107,0.608,0.759,0.632
22109,0.608,0.76,0.644
22125,0.611,0.764,0.687
22141,0.614,0.771,0.735
22158,0.617,0.779,0.757
22179,0.62,0.787,0.792
22190,0.622,0.794,0.817
22208,0.624,0.802,0.833
22224,0.624,0.811,0.841
22242,0.624,0.818,0.849
22259,0.623,0.822,0.854
22274,0.621,0.825,0.856
22294,0.616,0.826,0.858
22310,0.614,0.824,0.854
22325,0.612,0.821,0.853
22342,0.609,0.815,0.851
22361,0.606,0.811,0.849
22375,0.604,0.806,0.849
22390,0.603,0.801,0.845
22408,0.603,0.796,0.845
22429,0.604,0.794,0.841
22441,0.607,0.794,0.843
22458,0.611,0.795,0.845
22475,0.615,0.798,0.843
22492,0.62,0.802,0.841
22509,0.625,0.808,0.843
22529,0.629,0.814,0.845
22542,0.633,0.816,0.843
22559,0.636,0.819,0.843
22574,0.638,0.82,0.839
22593,0.64,0.82,0.847
22607,0.641,0.82,0.851
22625,0.642,0.82,0.851
22643,0.642,0.819,0.864
22659,0.642,0.818,0.878
22679,0.641,0.815,0.921
22691,0.641,0.814,0.94
22708,0.64,0.811,0.964
22724,0.639,0.807,0.978
22741,0.638,0.802,0.981
22757,0.637,0.798,0.985
22775,0.637,0.792,0.989
22792,0.636,0.785,0.997
22808,0.637,0.778,1
22824,0.637,0.769,1
22843,0.639,0.761,1
22857,0.64,0.758,1
22875,0.642,0.752,1
22891,0.644,0.748,1
22909,0.646,0.747,1
22929,0.648,0.748,1
22941,0.649,0.749,1
22958,0.653,0.753,1
22974,0.657,0.756,1
22993,0.661,0.761,0.997
23007,0.663,0.764,0.991
23025,0.665,0.766,0.96
23041,0.667,0.768,0.866
23058,0.667,0.771,0.63
23076,0.668,0.772,0.171
23080,NaN,NaN,NaN
