Time,X,Y,P
1483,0.216,0.838,0.032
1491,0.217,0.839,0.204
1492,0.217,0.839,0.204
1508,0.215,0.842,0.433
1524,0.212,0.844,0.511
1541,0.204,0.836,0.546
1558,0.198,0.82,0.552
1573,0.194,0.799,0.55
1591,0.193,0.771,0.603
1608,0.197,0.745,0.825
1629,0.203,0.724,0.987
1641,0.208,0.711,1
1657,0.214,0.706,1
1675,0.221,0.709,1
1692,0.227,0.725,0.968
1707,0.232,0.747,0.956
1723,0.234,0.773,0.956
1741,0.232,0.804,0.966
1757,0.225,0.826,0.964
1776,0.215,0.84,0.552
1791,0.209,0.847,0.06
1797,0.208,0.847,0.009
1798,NaN,NaN,NaN
