Time,X,Y,P
10762,0.057,0.34,0.038
10778,0.057,0.342,0.224
10778,0.057,0.342,0.224
10794,0.057,0.345,0.36
10811,0.058,0.344,0.435
10826,0.058,0.342,0.47
10843,0.061,0.336,0.563
10860,0.063,0.328,0.642
10879,0.064,0.315,0.675
10894,0.066,0.302,0.685
10911,0.067,0.293,0.722
10927,0.067,0.288,0.769
10944,0.066,0.287,0.81
10960,0.065,0.289,0.823
10979,0.065,0.298,0.827
10996,0.066,0.308,0.825
11012,0.067,0.318,0.827
11028,0.069,0.326,0.825
11045,0.071,0.333,0.825
11062,0.074,0.335,0.847
11077,0.076,0.334,0.876
11094,0.078,0.328,0.954
11109,0.08,0.32,1
11129,0.081,0.312,1
11146,0.082,0.306,1
11161,0.081,0.304,0.931
11176,0.081,0.302,0.489
11193,0.079,0.302,0.034
11195,NaN,NaN,NaN
