Time,X,Y,P
28063,0.04,0.406,0.034
28080,0.041,0.405,0.175
28080,0.041,0.405,0.175
28092,0.042,0.402,0.308
28108,0.043,0.4,0.39
28125,0.044,0.396,0.503
28146,0.045,0.391,0.538
28147,0.045,0.388,0.542
28162,0.044,0.378,0.565
28178,0.044,0.356,0.573
28194,0.043,0.336,0.579
28210,0.044,0.316,0.597
28225,0.045,0.3,0.634
28244,0.047,0.291,0.714
28258,0.048,0.293,0.753
28275,0.051,0.305,0.765
28296,0.055,0.325,0.769
28314,0.058,0.34,0.8
28325,0.06,0.346,0.831
28342,0.063,0.345,0.866
28360,0.065,0.334,0.894
28377,0.067,0.315,0.952
28394,0.069,0.298,1
28409,0.071,0.282,1
28425,0.073,0.272,1
28442,0.076,0.267,1
28459,0.081,0.273,0.364
28474,0.085,0.281,0.044
28475,NaN,NaN,NaN
