Time,X,Y,P
30244,0.724,0.222,0.048
30249,0.724,0.224,0.108
30249,0.724,0.224,0.108
30268,0.725,0.229,0.472
30284,0.728,0.236,0.628
30303,0.734,0.246,0.706
30308,0.738,0.251,0.726
30316,0.743,0.255,0.735
30330,0.751,0.258,0.743
30348,0.758,0.255,0.747
30364,0.762,0.248,0.753
30381,0.763,0.236,0.772
30400,0.759,0.213,0.896
30417,0.756,0.195,1
30435,0.752,0.18,1
30448,0.75,0.175,1
30463,0.751,0.181,1
30481,0.755,0.195,1
30499,0.763,0.215,0.985
30515,0.77,0.229,0.978
30531,0.776,0.236,0.968
30547,0.778,0.233,0.983
30565,0.775,0.218,1
30583,0.768,0.199,1
30598,0.764,0.189,1
30615,0.763,0.187,1
30631,0.767,0.196,1
30649,0.777,0.215,1
30669,0.792,0.236,1
30681,0.801,0.246,1
30698,0.809,0.248,1
30714,0.809,0.236,1
30731,0.802,0.212,1
30749,0.792,0.184,1
30767,0.786,0.166,1
30781,0.786,0.164,0.858
30797,0.79,0.171,0.063
30802,0.791,0.172,0.011
30803,NaN,NaN,NaN
