Time,X,Y,P
2375,0.053,0.826,0.032
2386,0.053,0.825,0.259
2386,0.053,0.825,0.259
2403,0.053,0.825,0.45
2481,0.053,0.824,0.804
2496,0.053,0.821,0.923
2514,0.052,0.814,1
2530,0.051,0.806,1
2532,0.051,0.804,1
2547,0.05,0.795,1
2563,0.048,0.78,1
2580,0.047,0.767,1
2597,0.046,0.76,1
2613,0.046,0.758,1
2631,0.046,0.758,1
2646,0.047,0.761,1
2663,0.049,0.769,1
2680,0.053,0.784,1
2698,0.058,0.801,1
2714,0.064,0.815,1
2731,0.071,0.829,1
2748,0.078,0.84,1
2764,0.085,0.841,1
2780,0.088,0.833,1
2798,0.089,0.815,1
2815,0.089,0.795,1
2830,0.088,0.771,1
2846,0.088,0.756,1
2865,0.091,0.748,0.329
2877,0.093,0.748,0.022
2878,NaN,NaN,NaN
