Time,X,Y,P
2783,0.219,0.836,0.011
2790,0.22,0.836,0.11
2790,0.22,0.836,0.11
2810,0.221,0.839,0.241
2826,0.22,0.84,0.376
2841,0.219,0.84,0.446
2857,0.219,0.84,0.489
2876,0.218,0.84,0.587
2893,0.215,0.838,0.673
2909,0.211,0.831,0.792
2927,0.206,0.82,0.89
2942,0.201,0.805,0.946
2959,0.197,0.781,0.983
2977,0.197,0.756,0.995
2991,0.201,0.741,1
3008,0.207,0.736,1
3024,0.218,0.742,1
3045,0.229,0.759,1
3057,0.236,0.776,1
3077,0.242,0.799,0.997
3090,0.243,0.815,1
3106,0.241,0.828,1
3125,0.235,0.835,1
3143,0.227,0.835,0.944
3157,0.223,0.833,0.704
3174,0.218,0.828,0.138
3181,0.218,0.827,0.019
3182,NaN,NaN,NaN
