Time,X,Y,P
17597,0.479,0.345,0.024
17617,0.481,0.345,0.192
17617,0.481,0.345,0.192
17636,0.482,0.34,0.239
17654,0.484,0.331,0.261
17667,0.486,0.322,0.284
17683,0.488,0.314,0.327
17701,0.491,0.306,0.349
17718,0.494,0.301,0.349
17735,0.496,0.298,0.319
17751,0.497,0.294,0.198
17759,0.498,0.294,0.093
17761,NaN,NaN,NaN
17908,0.499,0.352,0.044
17932,0.499,0.349,0.362
17932,0.499,0.349,0.362
17952,0.496,0.34,0.409
17971,0.491,0.325,0.429
17974,0.489,0.319,0.446
17984,0.488,0.314,0.472
18000,0.482,0.3,0.538
18019,0.478,0.292,0.546
18035,0.476,0.288,0.296
18050,0.476,0.288,0.063
18054,NaN,NaN,NaN
