Time,X,Y,P
13194,0.195,0.373,0.015
13202,0.195,0.373,0.077
13202,0.195,0.373,0.077
13222,0.196,0.373,0.331
13247,0.197,0.372,0.503
13257,0.197,0.371,0.538
13269,0.197,0.369,0.569
13286,0.198,0.367,0.64
13302,0.199,0.366,0.749
13321,0.201,0.368,0.792
13337,0.202,0.372,0.806
13353,0.202,0.375,0.804
13369,0.201,0.379,0.806
13387,0.198,0.38,0.8
13403,0.197,0.378,0.8
13419,0.196,0.375,0.751
13436,0.195,0.369,0.317
13450,0.195,0.366,0.024
13451,NaN,NaN,NaN
13528,0.196,0.336,0.005
13537,0.197,0.335,0.112
13537,0.197,0.335,0.112
13555,0.196,0.335,0.595
13573,0.196,0.332,0.923
13586,0.195,0.327,1
13606,0.193,0.311,1
13611,0.193,0.307,1
13622,0.192,0.296,1
13638,0.191,0.281,1
13652,0.192,0.272,1
13672,0.196,0.264,1
13692,0.202,0.262,1
13705,0.207,0.265,1
13721,0.212,0.266,1
13737,0.214,0.267,0.536
13753,0.215,0.268,0.114
13761,0.215,0.269,0.003
13762,NaN,NaN,NaN
