Time,X,Y,P
3619,0.033,0.815,0.019
3629,0.033,0.816,0.054
3630,0.033,0.816,0.054
3647,0.033,0.819,0.173
3669,0.033,0.82,0.204
3689,0.033,0.821,0.206
3713,0.033,0.822,0.247
3731,0.034,0.822,0.38
3751,0.034,0.816,0.794
3772,0.035,0.799,1
3775,0.035,0.795,1
3776,0.035,0.792,1
3795,0.034,0.764,1
3814,0.033,0.734,1
3838,0.032,0.707,1
3856,0.031,0.701,1
3876,0.03,0.713,1
3898,0.032,0.741,1
3922,0.036,0.776,1
3939,0.04,0.801,1
3961,0.045,0.812,1
3981,0.049,0.802,1
4006,0.055,0.769,1
4022,0.059,0.735,1
4048,0.062,0.699,1
4063,0.064,0.686,0.271
4074,0.064,0.684,0.104
4075,NaN,NaN,NaN
