Time,X,Y,P
14765,0.355,0.367,0.028
14778,0.354,0.367,0.257
14778,0.354,0.367,0.257
14797,0.353,0.367,0.343
14811,0.353,0.364,0.397
14827,0.352,0.356,0.427
14845,0.352,0.339,0.524
14861,0.351,0.319,0.62
14879,0.351,0.292,0.761
14899,0.351,0.262,0.921
14911,0.351,0.242,1
14928,0.347,0.213,1
14944,0.341,0.187,1
14965,0.331,0.169,0.938
14977,0.325,0.162,0.79
14995,0.316,0.162,0.655
15011,0.308,0.174,0.618
15030,0.303,0.194,0.603
15046,0.301,0.216,0.39
15063,0.302,0.236,0.021
15064,NaN,NaN,NaN
15198,0.353,0.411,0.079
15215,0.354,0.415,0.405
15215,0.354,0.415,0.405
15227,0.355,0.416,0.489
15248,0.355,0.415,0.224
15259,0.354,0.413,0.022
15260,NaN,NaN,NaN
