Time,X,Y,P
10011,0.208,0.848,0.028
10011,0.208,0.849,0.097
10011,0.208,0.849,0.097
10026,0.207,0.853,0.298
10042,0.206,0.855,0.462
10063,0.204,0.852,0.749
10075,0.203,0.844,0.913
10092,0.201,0.826,1
10094,0.201,0.822,1
10109,0.199,0.804,1
10127,0.198,0.779,1
10145,0.198,0.756,1
10159,0.198,0.745,1
10175,0.198,0.729,1
10193,0.198,0.72,1
10213,0.199,0.718,1
10226,0.2,0.72,1
10243,0.202,0.727,1
10259,0.207,0.742,1
10279,0.213,0.756,1
10292,0.217,0.762,1
10311,0.222,0.765,1
10327,0.225,0.76,1
10342,0.226,0.752,1
10360,0.227,0.74,1
10379,0.224,0.728,1
10392,0.22,0.721,1
10409,0.212,0.713,1
10426,0.203,0.708,1
10443,0.195,0.708,1
10459,0.192,0.712,1
10476,0.19,0.715,1
10492,0.19,0.722,0.573
10509,0.194,0.728,0.028
10513,NaN,NaN,NaN
