Time,X,Y,P
14000,0.193,0.329,0.042
14014,0.193,0.329,0.091
14015,0.193,0.329,0.091
14027,0.194,0.329,0.228
14042,0.194,0.328,0.382
14062,0.194,0.32,0.649
14079,0.193,0.309,0.823
14095,0.192,0.295,0.937
14113,0.19,0.28,0.989
14129,0.189,0.268,0.97
14144,0.19,0.264,0.743
14159,0.192,0.264,0.317
14171,0.193,0.268,0.017
14172,NaN,NaN,NaN
14261,0.195,0.358,0.103
14276,0.195,0.365,0.427
14276,0.195,0.365,0.427
14293,0.194,0.371,0.657
14312,0.194,0.376,0.813
14328,0.194,0.379,0.718
14345,0.195,0.378,0.288
14355,0.196,0.378,0.054
14356,NaN,NaN,NaN
