Time,X,Y,P
11216,0.636,0.351,0.005
11224,0.637,0.353,0.171
11224,0.637,0.353,0.171
11242,0.637,0.356,0.315
11258,0.636,0.356,0.46
11276,0.634,0.353,0.606
11291,0.632,0.347,0.72
11308,0.631,0.336,0.825
11326,0.632,0.328,0.874
11341,0.635,0.325,0.894
11359,0.639,0.326,0.905
11376,0.646,0.333,0.896
11391,0.654,0.345,0.899
11408,0.658,0.352,0.917
11426,0.658,0.353,0.976
11443,0.654,0.345,1
11457,0.647,0.327,1
11475,0.642,0.306,1
11492,0.639,0.276,1
11507,0.639,0.255,1
11524,0.642,0.241,0.521
11539,0.645,0.238,0.048
11540,NaN,NaN,NaN
