Time,X,Y,P
9181,0.52,0.752,0.048
9190,0.52,0.753,0.212
9190,0.52,0.753,0.212
9208,0.521,0.756,0.491
9224,0.521,0.76,0.69
9243,0.521,0.765,0.849
9258,0.521,0.768,0.944
9274,0.518,0.768,0.974
9292,0.514,0.762,0.979
9307,0.51,0.754,0.981
9325,0.505,0.738,0.981
9341,0.503,0.72,0.981
9358,0.503,0.711,0.978
9375,0.506,0.708,0.976
9392,0.511,0.713,0.985
9408,0.515,0.72,1
9424,0.518,0.722,1
9442,0.517,0.715,1
9459,0.515,0.698,1
9474,0.512,0.678,1
9492,0.511,0.656,1
9508,0.512,0.644,1
9525,0.514,0.639,0.894
9541,0.517,0.64,0.272
9554,0.519,0.644,0.001
9555,NaN,NaN,NaN
