Time,X,Y,P
7425,0.051,0.301,0.001
7442,0.052,0.302,0.099
7442,0.052,0.302,0.099
7465,0.052,0.301,0.259
7476,0.051,0.3,0.302
7495,0.05,0.294,0.485
7510,0.048,0.282,0.634
7528,0.048,0.264,0.757
7544,0.048,0.248,0.829
7559,0.051,0.235,0.876
7576,0.055,0.229,0.909
7592,0.061,0.231,0.923
7609,0.067,0.238,0.925
7626,0.073,0.252,0.925
7644,0.076,0.266,0.921
7660,0.078,0.276,0.937
7676,0.078,0.282,1
7691,0.078,0.282,1
7711,0.076,0.274,1
7725,0.076,0.264,1
7743,0.077,0.249,1
7758,0.079,0.241,0.729
7775,0.083,0.235,0.054
7782,0.084,0.235,0.003
7783,NaN,NaN,NaN
