Time,X,Y,P
7719,0.899,0.722,0.083
7736,0.898,0.724,0.597
7736,0.898,0.724,0.597
7753,0.899,0.726,0.837
7768,0.902,0.732,0.841
7784,0.905,0.747,0.837
7801,0.907,0.768,0.761
7817,0.911,0.793,0.698
7838,0.914,0.828,0.681
7854,0.916,0.851,0.729
7870,0.916,0.866,0.817
7888,0.916,0.867,0.937
7903,0.915,0.854,1
7920,0.915,0.826,1
7936,0.915,0.8,1
7952,0.917,0.775,1
7972,0.922,0.752,1
7989,0.926,0.739,1
8001,0.933,0.725,0.829
8017,0.942,0.719,0.253
8028,0.946,0.72,0.038
8029,NaN,NaN,NaN
8089,0.956,0.778,0.024
8101,0.952,0.791,0.44
8101,0.952,0.791,0.44
8120,0.943,0.807,0.774
8134,0.934,0.815,0.915
8154,0.921,0.819,0.935
8170,0.905,0.82,0.386
8187,0.893,0.819,0.001
8190,NaN,NaN,NaN
