Time,X,Y,P
8702,0.037,0.218,0.099
8704,0.037,0.219,0.296
8704,0.037,0.219,0.296
8720,0.038,0.22,0.706
8737,0.037,0.221,1
8754,0.036,0.218,1
8769,0.034,0.206,1
8786,0.033,0.193,1
8804,0.034,0.176,1
8821,0.036,0.166,1
8836,0.038,0.164,1
8854,0.042,0.166,1
8870,0.046,0.175,1
8886,0.048,0.186,1
8904,0.05,0.199,1
8921,0.051,0.212,1
8938,0.051,0.215,1
8954,0.051,0.208,1
8971,0.051,0.198,1
8988,0.051,0.182,1
9005,0.054,0.172,1
9021,0.059,0.165,1
9038,0.067,0.164,0.776
9054,0.074,0.168,0.128
9062,0.076,0.172,0.011
9063,NaN,NaN,NaN
