Time,X,Y,P
11342,0.625,0.749,0.032
11357,0.624,0.751,0.2
11357,0.624,0.751,0.2
11370,0.623,0.752,0.257
11386,0.622,0.754,0.323
11403,0.622,0.754,0.349
11421,0.623,0.754,0.392
11436,0.624,0.754,0.438
11456,0.629,0.753,0.501
11469,0.633,0.753,0.53
11473,0.635,0.753,0.538
11487,0.641,0.755,0.569
11507,0.647,0.761,0.612
11520,0.651,0.766,0.647
11541,0.651,0.771,0.669
11553,0.649,0.774,0.673
11570,0.644,0.776,0.696
11586,0.635,0.772,0.784
11607,0.625,0.758,0.866
11619,0.619,0.745,0.89
11637,0.615,0.726,0.966
11653,0.618,0.713,1
11671,0.629,0.708,1
11688,0.642,0.709,0.839
11704,0.649,0.712,0.421
11718,0.655,0.716,0.011
11719,NaN,NaN,NaN
