Time,X,Y,P
11985,0.637,0.161,0.167
11986,0.636,0.16,0.388
11987,0.636,0.16,0.388
12003,0.633,0.152,0.979
12019,0.631,0.147,1
12036,0.632,0.148,1
12052,0.637,0.156,1
12070,0.644,0.173,1
12085,0.648,0.193,1
12104,0.652,0.222,1
12119,0.653,0.251,1
12137,0.653,0.276,1
12154,0.652,0.296,1
12170,0.649,0.304,1
12185,0.648,0.298,1
12203,0.647,0.284,1
12219,0.646,0.253,1
12235,0.645,0.219,1
12252,0.645,0.194,1
12270,0.647,0.175,1
12287,0.653,0.169,1
12302,0.661,0.173,0.562
12320,0.669,0.186,0.009
12324,NaN,NaN,NaN
