Time,X,Y,P
4249,0.494,0.709,0.024
4257,0.494,0.711,0.095
4257,0.494,0.711,0.095
4275,0.493,0.715,0.241
4292,0.492,0.719,0.302
4307,0.489,0.722,0.353
4323,0.487,0.724,0.394
4325,0.486,0.724,0.399
4340,0.484,0.724,0.425
4356,0.48,0.72,0.446
4374,0.477,0.714,0.458
4390,0.477,0.709,0.47
4407,0.479,0.708,0.481
4425,0.483,0.711,0.491
4441,0.485,0.714,0.501
4458,0.488,0.718,0.54
4472,0.488,0.719,0.558
4492,0.489,0.715,0.747
4509,0.489,0.705,0.87
4524,0.489,0.692,0.899
4539,0.489,0.675,0.921
4556,0.49,0.656,0.929
4572,0.492,0.638,0.933
4590,0.493,0.622,0.935
4606,0.493,0.613,0.942
4625,0.494,0.607,0.956
4642,0.495,0.607,0.976
4657,0.496,0.613,0.983
4674,0.497,0.626,0.983
4689,0.502,0.651,0.985
4709,0.508,0.68,0.989
4722,0.512,0.696,0.983
4739,0.517,0.713,0.979
4756,0.52,0.718,0.937
4773,0.521,0.719,0.847
4789,0.521,0.716,0.521
4808,0.521,0.713,0.038
4811,NaN,NaN,NaN
