Time,X,Y,P
3395,0.193,0.889,0.079
3410,0.191,0.898,0.339
3410,0.191,0.898,0.339
3428,0.188,0.908,0.503
3429,0.188,0.911,0.517
3440,0.187,0.913,0.548
3456,0.187,0.911,0.618
3476,0.186,0.895,0.696
3490,0.186,0.875,0.739
3506,0.187,0.845,0.757
3523,0.19,0.818,0.759
3540,0.194,0.787,0.769
3556,0.197,0.769,0.79
3575,0.199,0.759,0.821
3592,0.2,0.762,0.819
3608,0.2,0.773,0.835
3624,0.201,0.789,0.925
3642,0.203,0.804,0.981
3659,0.208,0.808,1
3675,0.214,0.805,1
3691,0.221,0.796,1
3710,0.228,0.781,1
3728,0.232,0.76,1
3740,0.232,0.746,1
3756,0.229,0.731,1
3773,0.221,0.722,1
3789,0.209,0.726,1
3806,0.202,0.734,1
3824,0.196,0.746,1
3840,0.196,0.751,0.597
3856,0.201,0.753,0.093
3860,0.202,0.753,0.036
3861,NaN,NaN,NaN
