Time,X,Y,P
9570,0.503,0.714,0.013
9578,0.504,0.714,0.11
9578,0.504,0.714,0.11
9595,0.505,0.716,0.278
9615,0.506,0.721,0.376
9627,0.507,0.725,0.419
9647,0.504,0.731,0.464
9662,0.499,0.732,0.544
9680,0.491,0.728,0.679
9695,0.484,0.72,0.774
9715,0.478,0.706,0.854
9727,0.478,0.698,0.892
9744,0.482,0.691,0.94
9761,0.489,0.694,0.968
9779,0.499,0.707,0.976
9797,0.508,0.726,0.97
9813,0.513,0.744,0.958
9827,0.516,0.761,0.956
9847,0.517,0.779,0.974
9863,0.517,0.782,0.987
9879,0.515,0.781,1
9895,0.514,0.772,1
9911,0.511,0.754,1
9929,0.508,0.732,1
9945,0.507,0.715,1
9961,0.507,0.698,1
9977,0.508,0.689,0.399
9994,0.512,0.686,0.003
9997,NaN,NaN,NaN
