Time,X,Y,P
15513,0.615,0.264,0.017
15518,0.615,0.261,0.073
15518,0.615,0.261,0.073
15535,0.615,0.255,0.284
15551,0.617,0.255,0.431
15567,0.62,0.258,0.505
15583,0.623,0.265,0.536
15602,0.628,0.278,0.55
15618,0.633,0.295,0.567
15632,0.637,0.309,0.597
15649,0.643,0.332,0.64
15665,0.648,0.355,0.683
15683,0.652,0.376,0.702
15700,0.655,0.401,0.708
15717,0.656,0.422,0.71
15734,0.655,0.435,0.71
15749,0.652,0.444,0.708
15766,0.647,0.444,0.706
15783,0.642,0.434,0.706
15799,0.636,0.419,0.71
15815,0.633,0.399,0.72
15832,0.629,0.368,0.778
15850,0.629,0.336,0.917
15868,0.631,0.307,1
15883,0.633,0.292,1
15899,0.638,0.275,1
15916,0.644,0.266,1
15932,0.648,0.262,1
15949,0.654,0.267,0.708
15965,0.658,0.276,0.132
15973,0.659,0.281,0.017
15974,NaN,NaN,NaN
