Time,X,Y,P
50646,0.487,0.344,0.085
50651,0.487,0.345,0.179
50651,0.487,0.345,0.179
50669,0.487,0.344,0.698
50693,0.488,0.334,1
50713,0.488,0.314,1
50715,0.488,0.311,1
50732,0.488,0.295,1
50755,0.487,0.276,1
50775,0.487,0.269,1
50799,0.487,0.271,0.845
50816,0.486,0.279,0.171
50824,0.487,0.284,0.044
50825,NaN,NaN,NaN
50891,0.499,0.331,0.03
50899,0.501,0.334,0.312
50900,0.501,0.334,0.312
50919,0.503,0.334,0.714
50944,0.499,0.326,1
50962,0.495,0.315,1
50982,0.489,0.306,1
51002,0.485,0.299,1
51023,0.484,0.298,1
51049,0.487,0.296,1
51065,0.492,0.293,1
51085,0.498,0.289,1
51107,0.506,0.284,1
51127,0.511,0.28,1
51151,0.513,0.281,0.784
51169,0.512,0.286,0.028
51172,NaN,NaN,NaN
