Time,X,Y,P
24849,0.783,0.804,0.013
24859,0.783,0.805,0.079
24859,0.783,0.805,0.079
24873,0.784,0.806,0.146
24897,0.786,0.807,0.231
24918,0.786,0.808,0.274
24941,0.787,0.811,0.354
24957,0.787,0.811,0.37
24974,0.788,0.812,0.423
24992,0.788,0.813,0.489
25007,0.787,0.814,0.544
25026,0.786,0.815,0.55
25040,0.784,0.816,0.554
25057,0.781,0.819,0.558
25075,0.777,0.819,0.593
25091,0.773,0.819,0.663
25108,0.771,0.818,0.733
25125,0.767,0.815,0.81
25141,0.764,0.812,0.854
25160,0.761,0.807,0.886
25173,0.759,0.802,0.909
25191,0.757,0.798,0.923
25207,0.756,0.794,0.931
25225,0.756,0.789,0.937
25245,0.757,0.786,0.938
25257,0.758,0.784,0.938
25274,0.761,0.781,0.94
25291,0.766,0.78,0.944
25309,0.772,0.778,0.944
25323,0.776,0.776,0.942
25341,0.781,0.775,0.942
25357,0.787,0.772,0.944
25375,0.793,0.768,0.942
25392,0.799,0.762,0.944
25407,0.802,0.759,0.946
25427,0.807,0.751,0.938
25441,0.808,0.747,0.937
25461,0.809,0.741,0.938
25473,0.809,0.738,0.944
25492,0.808,0.732,0.954
25507,0.806,0.728,0.966
25525,0.802,0.726,0.976
25540,0.798,0.724,0.981
25561,0.793,0.724,0.987
25574,0.788,0.722,0.991
25591,0.783,0.721,0.997
25607,0.778,0.721,0.997
25624,0.773,0.721,0.995
25643,0.768,0.721,0.981
25657,0.765,0.721,0.974
25674,0.761,0.722,0.901
25691,0.76,0.724,0.681
25707,0.762,0.725,0.032
25709,NaN,NaN,NaN
