Time,X,Y,P
7890,0.332,0.813,0.003
7909,0.332,0.814,0.079
7909,0.332,0.814,0.079
7924,0.332,0.814,0.099
7934,0.332,0.815,0.106
7956,0.332,0.816,0.175
7967,0.333,0.816,0.179
7984,0.333,0.818,0.216
8040,0.333,0.818,0.353
8054,0.333,0.816,0.366
8070,0.333,0.813,0.405
8086,0.333,0.808,0.437
8103,0.334,0.8,0.474
8118,0.334,0.793,0.499
8134,0.334,0.784,0.528
8157,0.334,0.767,0.556
8168,0.334,0.761,0.556
8188,0.333,0.746,0.565
8204,0.333,0.736,0.583
8221,0.333,0.725,0.595
8236,0.333,0.716,0.599
8252,0.333,0.708,0.599
8271,0.333,0.701,0.61
8286,0.333,0.699,0.612
8304,0.333,0.696,0.618
8321,0.333,0.698,0.638
8336,0.333,0.699,0.642
8352,0.333,0.704,0.647
8371,0.332,0.712,0.649
8384,0.332,0.718,0.647
8404,0.331,0.732,0.646
8420,0.331,0.742,0.647
8435,0.33,0.752,0.644
8452,0.329,0.764,0.634
8468,0.33,0.774,0.634
8484,0.331,0.786,0.632
8502,0.331,0.795,0.63
8517,0.333,0.806,0.628
8538,0.335,0.815,0.624
8554,0.336,0.822,0.622
8568,0.337,0.827,0.622
8584,0.338,0.832,0.624
8604,0.341,0.835,0.622
8619,0.343,0.836,0.624
8635,0.344,0.836,0.624
8651,0.346,0.835,0.622
8670,0.348,0.833,0.622
8686,0.351,0.828,0.616
8702,0.352,0.825,0.612
8718,0.353,0.821,0.61
8734,0.354,0.816,0.612
8754,0.354,0.813,0.612
8772,0.354,0.808,0.614
8784,0.353,0.804,0.614
8801,0.352,0.799,0.618
8818,0.349,0.793,0.618
8834,0.347,0.787,0.618
8854,0.346,0.781,0.622
8870,0.344,0.778,0.622
8884,0.343,0.774,0.628
8904,0.342,0.771,0.63
8922,0.34,0.768,0.628
8934,0.339,0.767,0.632
8954,0.337,0.766,0.64
8968,0.337,0.765,0.642
8984,0.335,0.764,0.651
9004,0.334,0.762,0.657
9021,0.332,0.761,0.657
9035,0.331,0.76,0.651
9054,0.331,0.76,0.634
9078,0.331,0.761,0.11
9090,NaN,NaN,NaN
